node_type,name,description,source,page,relevance_score,domain
Topic,Accessor Method,"A method that provides access to the fields of an object or record, promoting encapsulation.",Refactoring.Improving.the.Design.of.Existing.Code.pdf,184,0.8,CodeStructure
Topic,Overloaded Getter Setter,A naming convention in JavaScript for getter and setter functions that differentiates them by the presence of an argument.,Refactoring.Improving.the.Design.of.Existing.Code.pdf,154,0.7,DesignPattern
Topic,Encapsulate Record,A design pattern that encapsulates a data structure to control access and modifications to its properties.,Refactoring.Improving.the.Design.of.Existing.Code.pdf,154,0.8,DesignPattern
Topic,Maintainability,"The quality attribute that refers to how easily software can be modified to correct faults, improve performance, or adapt to a changed environment.",Refactoring.Improving.the.Design.of.Existing.Code.pdf,154,0.9,QualityAttribute
Topic,Scalability,The quality attribute that describes the capability of a system to handle a growing amount of work or its potential to accommodate growth.,Refactoring.Improving.the.Design.of.Existing.Code.pdf,154,0.9,QualityAttribute
Topic,Security,The quality attribute that ensures the protection of information and systems from unauthorized access and damage.,Refactoring.Improving.the.Design.of.Existing.Code.pdf,154,0.9,QualityAttribute
Topic,Hide Delegate,A design pattern that encapsulates the use of a delegated object to reduce dependencies between clients and the delegate.,Refactoring.Improving.the.Design.of.Existing.Code.pdf,216,0.85,DesignPattern
Topic,Remove Middle Man,A design pattern that suggests eliminating unnecessary intermediary classes that serve only to delegate calls to other objects.,Refactoring.Improving.the.Design.of.Existing.Code.pdf,216,0.85,DesignPattern
Topic,Server Class,"A class that acts as an intermediary, delegating calls to a delegate object while encapsulating its interface.",Refactoring.Improving.the.Design.of.Existing.Code.pdf,216,0.8,CodeStructure
Topic,Client Code,"Code that interacts with the server class, which in turn interacts with the delegate object.",Refactoring.Improving.the.Design.of.Existing.Code.pdf,216,0.75,CodeStructure
Topic,Encapsulate Record,Refactoring pattern that turns a bare record into a class for better data encapsulation.,Refactoring.Improving.the.Design.of.Existing.Code.pdf,238,0.8,DesignPattern
Topic,Slide Statements,Refactoring technique used to reorder statements for better initialization.,Refactoring.Improving.the.Design.of.Existing.Code.pdf,238,0.7,DesignPattern
Topic,Module,"A module is a self-contained unit of code that encapsulates related functions and data, promoting modularity and separation of concerns.",Refactoring.Improving.the.Design.of.Existing.Code.pdf,225,0.9,CodeStructure
Topic,Class,"A class is a blueprint for creating objects, encapsulating data for the object and methods to manipulate that data, fundamental in object-oriented programming.",Refactoring.Improving.the.Design.of.Existing.Code.pdf,225,0.9,CodeStructure
Topic,Maintainability,"Maintainability refers to the ease with which software can be modified to correct faults, improve performance, or adapt to a changed environment.",Refactoring.Improving.the.Design.of.Existing.Code.pdf,225,0.85,QualityAttribute
Topic,Encapsulation,"Encapsulation is a design principle that restricts access to certain components of an object, promoting modularity and reducing interdependencies.",Refactoring.Improving.the.Design.of.Existing.Code.pdf,225,0.8,DesignPrinciple
Topic,Combine Functions into Class,A refactoring pattern that suggests grouping related functions into a class to improve organization and encapsulation.,Refactoring.Improving.the.Design.of.Existing.Code.pdf,225,0.75,DesignPattern
Topic,Extract Class,A refactoring pattern that involves creating a new class from an existing class to improve modularity and maintainability.,Refactoring.Improving.the.Design.of.Existing.Code.pdf,225,0.75,DesignPattern
Topic,Encapsulate Variable,A design pattern that suggests encapsulating variables to control access and modification.,Refactoring.Improving.the.Design.of.Existing.Code.pdf,196,0.9,DesignPattern
Topic,Remove Setting Method,A design pattern that recommends removing direct setting methods to enhance encapsulation.,Refactoring.Improving.the.Design.of.Existing.Code.pdf,196,0.8,DesignPattern
Topic,Person Class,A class structure representing a person with encapsulated properties and methods for managing courses.,Refactoring.Improving.the.Design.of.Existing.Code.pdf,196,0.85,CodeStructure
Topic,Course Class,A class structure representing a course with properties for name and advanced status.,Refactoring.Improving.the.Design.of.Existing.Code.pdf,196,0.85,CodeStructure
Topic,addCourse Method,A method in the Person class that allows adding a course to the person's course list.,Refactoring.Improving.the.Design.of.Existing.Code.pdf,196,0.8,CodeStructure
Topic,removeCourse Method,A method in the Person class that allows removing a course from the person's course list.,Refactoring.Improving.the.Design.of.Existing.Code.pdf,196,0.8,CodeStructure
Topic,Extract Function,A refactoring technique that involves creating a new function by extracting a portion of code from an existing function to improve readability and maintainability.,Refactoring.Improving.the.Design.of.Existing.Code.pdf,191,0.9,DesignPattern
Topic,Move Function,A refactoring technique that involves moving a function from one class to another to improve cohesion and encapsulation.,Refactoring.Improving.the.Design.of.Existing.Code.pdf,191,0.9,DesignPattern
Topic,CustomerData Class,"A class that encapsulates customer-related data and operations, providing methods to manipulate customer usage data.",Refactoring.Improving.the.Design.of.Existing.Code.pdf,191,0.85,CodeStructure
Topic,Deep Copy,"A technique to create a complete copy of an object, ensuring that changes to the copy do not affect the original, which is important for data integrity.",Refactoring.Improving.the.Design.of.Existing.Code.pdf,191,0.8,QualityAttribute
Topic,Read-Only Proxy,"A design pattern that provides controlled access to an object, preventing modifications to the underlying data structure.",Refactoring.Improving.the.Design.of.Existing.Code.pdf,191,0.8,DesignPattern
Topic,Encapsulation,"A fundamental principle of object-oriented design that restricts direct access to some of an object's components, promoting modularity and maintainability.",Refactoring.Improving.the.Design.of.Existing.Code.pdf,191,0.9,DesignPrinciple
Topic,Performance Cost,"A consideration in software design that evaluates the efficiency of operations, particularly when dealing with large data structures.",Refactoring.Improving.the.Design.of.Existing.Code.pdf,191,0.75,QualityAttribute
Topic,Entity,"An object that is defined primarily by its identity, representing a distinct concept in the domain.",Refactoring.Improving.the.Design.of.Existing.Code.pdf,286,0.8,DDDConcept
Topic,Value Object,"An object that is defined only by its attributes and does not have a unique identity, often used for immutable data.",Refactoring.Improving.the.Design.of.Existing.Code.pdf,286,0.8,DDDConcept
Topic,Customer,"A specific entity representing a customer in the domain, which can be referenced across multiple orders.",Refactoring.Improving.the.Design.of.Existing.Code.pdf,286,0.85,DDDConcept
Topic,Order,"An entity representing a customer's order, which contains references to customer data.",Refactoring.Improving.the.Design.of.Existing.Code.pdf,286,0.85,DDDConcept
Topic,HeatingPlan,"A class representing a heating plan with immutable fields, promoting referential transparency.",Refactoring.Improving.the.Design.of.Existing.Code.pdf,370,0.9,CodeStructure
Topic,Replace Query with Parameter,A design pattern that encourages immutability by replacing queries with parameters in method calls.,Refactoring.Improving.the.Design.of.Existing.Code.pdf,370,0.8,DesignPattern
Topic,Factory Method,A creational design pattern that provides an interface for creating objects in a superclass but allows subclasses to alter the type of created objects.,Refactoring.Improving.the.Design.of.Existing.Code.pdf,370,0.85,DesignPattern
Topic,Constructor,"A special function in object-oriented languages used to initialize an object, often with limitations compared to factory functions.",Refactoring.Improving.the.Design.of.Existing.Code.pdf,370,0.7,CodeStructure
Topic,Employee,A class representing an employee with properties initialized in its constructor.,Refactoring.Improving.the.Design.of.Existing.Code.pdf,370,0.6,CodeStructure
Topic,Factory Pattern,A creational design pattern that provides an interface for creating objects in a superclass but allows subclasses to alter the type of objects that will be created.,Refactoring.Improving.the.Design.of.Existing.Code.pdf,375,0.9,DesignPattern
Topic,Employee,"An entity representing an employee, which can have various attributes and behaviors in the domain model.",Refactoring.Improving.the.Design.of.Existing.Code.pdf,375,0.8,DDDConcept
Topic,createEmployee,A factory function that encapsulates the creation logic for Employee objects.,Refactoring.Improving.the.Design.of.Existing.Code.pdf,375,0.85,CodeStructure
Topic,createEngineer,A specialized factory function for creating Employee objects of type Engineer.,Refactoring.Improving.the.Design.of.Existing.Code.pdf,375,0.85,CodeStructure
Topic,Command Pattern,"Encapsulates a request as an object, allowing for parameterization of clients with queues, requests, and operations.",Refactoring.Improving.the.Design.of.Existing.Code.pdf,377,0.9,DesignPattern
Topic,Command Object,"An object that encapsulates a single method for executing a command, providing flexibility and control over function execution.",Refactoring.Improving.the.Design.of.Existing.Code.pdf,377,0.8,DesignPattern
Topic,Command-Query Separation Principle,"A principle that separates methods that modify state from those that return state, enhancing clarity and maintainability.",Refactoring.Improving.the.Design.of.Existing.Code.pdf,377,0.85,DesignPrinciple
Topic,Factory Function,A design pattern that provides an interface for creating objects in a superclass but allows subclasses to alter the type of objects that will be created.,Refactoring.Improving.the.Design.of.Existing.Code.pdf,313,0.9,DesignPattern
Topic,ExperiencedChinaRating,"A subclass that overrides behavior from the Rating class, demonstrating the use of inheritance and polymorphism.",Refactoring.Improving.the.Design.of.Existing.Code.pdf,313,0.8,CodeStructure
Topic,Rating,"A class that encapsulates the logic for calculating ratings based on voyage and history, showcasing object-oriented design principles.",Refactoring.Improving.the.Design.of.Existing.Code.pdf,313,0.8,CodeStructure
Topic,Assertion,"A programming construct used to state assumptions about program state, aiding in debugging and communication of code intent.",Refactoring.Improving.the.Design.of.Existing.Code.pdf,313,0.7,DesignPrinciple
Topic,Discount Rate,"A concept related to customer pricing strategies, which can be modeled as a value object in a domain-driven design context.",Refactoring.Improving.the.Design.of.Existing.Code.pdf,313,0.6,DDDConcept
Topic,Command-Query Separation,"A principle that suggests separating functions that modify state from those that return values, enhancing clarity and testability.",Refactoring.Improving.the.Design.of.Existing.Code.pdf,343,0.9,DesignPrinciple
Topic,HeatingPlan,A class that encapsulates the logic for managing temperature ranges and alerts based on predefined heating plans.,Refactoring.Improving.the.Design.of.Existing.Code.pdf,343,0.8,CodeStructure
Topic,withinRange,A method within the HeatingPlan class that checks if a given temperature range is within acceptable limits.,Refactoring.Improving.the.Design.of.Existing.Code.pdf,343,0.7,CodeStructure
Topic,Replace Parameter with Query,A refactoring pattern that suggests replacing internal references with parameters to reduce dependencies and improve modularity.,Refactoring.Improving.the.Design.of.Existing.Code.pdf,343,0.8,DesignPattern
Topic,Maintainability,"The ease with which software can be modified to correct faults, improve performance, or adapt to a changed environment.",Refactoring.Improving.the.Design.of.Existing.Code.pdf,258,0.9,QualityAttribute
Topic,Scalability,The capability of a system to handle a growing amount of work or its potential to accommodate growth.,Refactoring.Improving.the.Design.of.Existing.Code.pdf,258,0.9,QualityAttribute
Topic,Performance,The efficiency of the software in terms of response time and resource consumption.,Refactoring.Improving.the.Design.of.Existing.Code.pdf,258,0.9,QualityAttribute
Topic,Security,The protection of software against unauthorized access and modifications.,Refactoring.Improving.the.Design.of.Existing.Code.pdf,258,0.9,QualityAttribute
Topic,Reliability,The ability of software to perform its required functions under stated conditions for a specified period.,Refactoring.Improving.the.Design.of.Existing.Code.pdf,258,0.9,QualityAttribute
Topic,Extract Function,A refactoring technique that involves creating a new function by extracting a portion of code from an existing function.,Refactoring.Improving.the.Design.of.Existing.Code.pdf,258,0.8,DesignPattern
Topic,Rename Function,A refactoring technique that involves changing the name of a function to better reflect its purpose.,Refactoring.Improving.the.Design.of.Existing.Code.pdf,258,0.8,DesignPattern
Topic,Organization Class,"A class structure that encapsulates data related to an organization, including properties and accessors.",Refactoring.Improving.the.Design.of.Existing.Code.pdf,258,0.85,CodeStructure
Topic,Command Pattern,"A behavioral design pattern that encapsulates a request as an object, thereby allowing for parameterization of clients with queues, requests, and operations.",Refactoring.Improving.the.Design.of.Existing.Code.pdf,381,0.9,DesignPattern
Topic,Scorer Class,"A class that encapsulates the logic for scoring a candidate based on medical exams and scoring guides, demonstrating the use of state and behavior.",Refactoring.Improving.the.Design.of.Existing.Code.pdf,381,0.8,CodeStructure
Topic,Extract Function Refactoring,A refactoring technique that involves moving a piece of code into its own function to improve readability and maintainability.,Refactoring.Improving.the.Design.of.Existing.Code.pdf,381,0.7,DesignPrinciple
Topic,Replace Function with Command,A refactoring technique that replaces a function with a command object to manage complex computations and state.,Refactoring.Improving.the.Design.of.Existing.Code.pdf,381,0.8,DesignPattern
Topic,Decompose Conditional,Refactoring technique to simplify complex conditional logic by breaking it down into simpler parts.,Refactoring.Improving.the.Design.of.Existing.Code.pdf,289,0.9,DesignPattern
Topic,Consolidate Conditional Expression,Refactoring technique that combines multiple conditional expressions into a single expression for clarity.,Refactoring.Improving.the.Design.of.Existing.Code.pdf,289,0.8,DesignPattern
Topic,Replace Nested Conditional with Guard Clauses,Refactoring technique that replaces nested conditionals with guard clauses to improve readability.,Refactoring.Improving.the.Design.of.Existing.Code.pdf,289,0.85,DesignPattern
Topic,Replace Conditional with Polymorphism,Refactoring technique that replaces conditional logic with polymorphic behavior to enhance flexibility and maintainability.,Refactoring.Improving.the.Design.of.Existing.Code.pdf,289,0.9,DesignPattern
Topic,Introduce Special Case,"Refactoring technique that introduces a special case to handle specific conditions, often using the Null Object pattern.",Refactoring.Improving.the.Design.of.Existing.Code.pdf,289,0.8,DesignPattern
Topic,Introduce Assertion,Refactoring technique that adds assertions to clarify and check the state of a program.,Refactoring.Improving.the.Design.of.Existing.Code.pdf,289,0.75,DesignPattern
Topic,Polymorphism,Object-oriented programming principle that allows methods to do different things based on the object it is acting upon.,Refactoring.Improving.the.Design.of.Existing.Code.pdf,289,0.9,DesignPrinciple
Topic,Factory Function,"A function that creates and returns instances of classes, often used in conjunction with polymorphism.",Refactoring.Improving.the.Design.of.Existing.Code.pdf,289,0.8,CodeStructure
Topic,Extract Function,Refactoring technique that extracts a portion of code into a separate function to improve modularity and readability.,Refactoring.Improving.the.Design.of.Existing.Code.pdf,289,0.85,DesignPattern
Topic,Encapsulation,"A fundamental principle in object-oriented design that restricts access to certain components, promoting modularity and reducing complexity.",Refactoring.Improving.the.Design.of.Existing.Code.pdf,96,0.9,DesignPrinciple
Topic,Remove Middle Man,A refactoring pattern that eliminates unnecessary delegation by allowing direct communication with the object that holds the relevant data.,Refactoring.Improving.the.Design.of.Existing.Code.pdf,96,0.8,DesignPattern
Topic,Inline Function,A refactoring pattern that replaces a function call with the function's body to reduce overhead and improve readability.,Refactoring.Improving.the.Design.of.Existing.Code.pdf,96,0.7,DesignPattern
Topic,Replace Superclass with Delegate,A refactoring pattern that replaces inheritance with delegation to reduce coupling and improve flexibility.,Refactoring.Improving.the.Design.of.Existing.Code.pdf,96,0.8,DesignPattern
Topic,Replace Subclass with Delegate,A refactoring pattern that replaces subclassing with delegation to simplify the class hierarchy and enhance maintainability.,Refactoring.Improving.the.Design.of.Existing.Code.pdf,96,0.8,DesignPattern
Topic,Move Function,A refactoring pattern that moves a function from one class to another to improve cohesion and reduce coupling.,Refactoring.Improving.the.Design.of.Existing.Code.pdf,96,0.7,DesignPattern
Topic,Move Field,A refactoring pattern that moves a field from one class to another to enhance encapsulation and reduce dependencies.,Refactoring.Improving.the.Design.of.Existing.Code.pdf,96,0.7,DesignPattern
Topic,Hide Delegate,A refactoring pattern that hides the delegation to another class to simplify the interface and reduce coupling.,Refactoring.Improving.the.Design.of.Existing.Code.pdf,96,0.7,DesignPattern
Topic,Extract Class,A refactoring pattern that creates a new class from an existing class to reduce complexity and improve organization.,Refactoring.Improving.the.Design.of.Existing.Code.pdf,96,0.8,DesignPattern
Topic,Extract Variable,A refactoring technique that simplifies code by extracting a variable from an expression.,Refactoring.Improving.the.Design.of.Existing.Code.pdf,385,0.9,DesignPattern
Topic,Inline Function,A refactoring technique that replaces a function call with the function's body to simplify code.,Refactoring.Improving.the.Design.of.Existing.Code.pdf,385,0.9,DesignPattern
Topic,Change Function Declaration,A refactoring technique that modifies the parameters of a function to improve its usability.,Refactoring.Improving.the.Design.of.Existing.Code.pdf,385,0.8,DesignPattern
Topic,Remove Dead Code,A refactoring technique that eliminates unused code to enhance code clarity and maintainability.,Refactoring.Improving.the.Design.of.Existing.Code.pdf,385,0.8,DesignPattern
Topic,ChargeCalculator,A command class that calculates charges based on customer usage and provider connection charges.,Refactoring.Improving.the.Design.of.Existing.Code.pdf,385,0.85,CodeStructure
Topic,charge function,A top-level function that calculates the charge by instantiating the ChargeCalculator class.,Refactoring.Improving.the.Design.of.Existing.Code.pdf,385,0.85,CodeStructure
Topic,Replace Constructor with Factory Function,"A design pattern that replaces constructor logic with a factory function to create instances, promoting separation of concerns.",Refactoring.Improving.the.Design.of.Existing.Code.pdf,404,0.9,DesignPattern
Topic,Replace Type Code with Subclasses,A design pattern that replaces type codes with subclasses to allow for polymorphic behavior and better organization of related behaviors.,Refactoring.Improving.the.Design.of.Existing.Code.pdf,404,0.85,DesignPattern
Topic,Engineer,"A subclass of Employee that represents an engineer, demonstrating the use of inheritance and polymorphism.",Refactoring.Improving.the.Design.of.Existing.Code.pdf,404,0.75,DDDConcept
Topic,Manager,"A subclass of Employee that represents a manager, illustrating the use of inheritance in the employee hierarchy.",Refactoring.Improving.the.Design.of.Existing.Code.pdf,404,0.75,DDDConcept
Topic,SpeciesDelegate,"A class that delegates behavior to specific species implementations, promoting composition over inheritance.",Refactoring.Improving.the.Design.of.Existing.Code.pdf,445,0.9,CodeStructure
Topic,Bird,A class representing a bird that utilizes delegation to manage species-specific behavior.,Refactoring.Improving.the.Design.of.Existing.Code.pdf,445,0.9,CodeStructure
Topic,Replace Superclass with Delegate,A design pattern that suggests using delegation instead of inheritance to avoid complications and confusion.,Refactoring.Improving.the.Design.of.Existing.Code.pdf,445,0.85,DesignPattern
Topic,createBird,"A factory function that creates instances of the Bird class, demonstrating the Factory design pattern.",Refactoring.Improving.the.Design.of.Existing.Code.pdf,445,0.8,CodeStructure
Topic,selectSpeciesDelegate,A method in the Bird class that selects the appropriate species delegate based on the bird type.,Refactoring.Improving.the.Design.of.Existing.Code.pdf,445,0.8,CodeStructure
Topic,Repository,"Abstracts data access for catalog items, allowing for easy retrieval by ID.",Refactoring.Improving.the.Design.of.Existing.Code.pdf,452,0.9,CodeStructure
Topic,CatalogItem,"Represents an entity in the domain model, encapsulating the title and tags of a catalog item.",Refactoring.Improving.the.Design.of.Existing.Code.pdf,452,0.85,DDDConcept
Topic,Scroll,Represents an entity that holds a reference to a CatalogItem and its associated metadata.,Refactoring.Improving.the.Design.of.Existing.Code.pdf,452,0.8,DDDConcept
Topic,Value Object,"A concept that may be represented by the tags and other attributes of a CatalogItem, emphasizing immutability.",Refactoring.Improving.the.Design.of.Existing.Code.pdf,452,0.75,DDDConcept
Topic,Bounded Context,"Defines the boundary within which a particular model is defined and applicable, relevant to the catalog domain.",Refactoring.Improving.the.Design.of.Existing.Code.pdf,452,0.7,DDDConcept
Topic,Person,"Represents a class that encapsulates properties and behaviors related to a person, including gender handling.",Refactoring.Improving.the.Design.of.Existing.Code.pdf,414,0.9,CodeStructure
Topic,Male,Represents a subclass of Person that specifically handles male characteristics.,Refactoring.Improving.the.Design.of.Existing.Code.pdf,414,0.8,CodeStructure
Topic,Female,Represents a subclass of Person that specifically handles female characteristics.,Refactoring.Improving.the.Design.of.Existing.Code.pdf,414,0.8,CodeStructure
Topic,Factory Method,A creational design pattern used to create instances of Person based on gender.,Refactoring.Improving.the.Design.of.Existing.Code.pdf,414,0.85,DesignPattern
Topic,Move Function,Refactoring technique to relocate functionality into a more appropriate class.,Refactoring.Improving.the.Design.of.Existing.Code.pdf,414,0.7,DesignPattern
Topic,Extract Superclass,Refactoring pattern that involves creating a superclass to unify common behavior among subclasses.,Refactoring.Improving.the.Design.of.Existing.Code.pdf,414,0.75,DesignPattern
Topic,genderCode,Field in the Person class that represents the gender of the person.,Refactoring.Improving.the.Design.of.Existing.Code.pdf,414,0.6,CodeStructure
Topic,createPerson,Factory function that creates instances of Person based on input records.,Refactoring.Improving.the.Design.of.Existing.Code.pdf,414,0.8,CodeStructure
Topic,Replace Constructor with Factory,"A design pattern that replaces direct constructor calls with a factory method to create instances, promoting better encapsulation and flexibility.",Refactoring.Improving.the.Design.of.Existing.Code.pdf,396,0.9,DesignPattern
Topic,Slide Statements,A refactoring technique that moves common statements to a superclass constructor to reduce code duplication in subclasses.,Refactoring.Improving.the.Design.of.Existing.Code.pdf,396,0.8,DesignPattern
Topic,Extract Function,A refactoring technique that extracts a portion of code into a separate function to improve readability and maintainability.,Refactoring.Improving.the.Design.of.Existing.Code.pdf,396,0.8,DesignPattern
Topic,Pull Up Method,A refactoring technique that moves a method from a subclass to a superclass to reduce code duplication and improve structure.,Refactoring.Improving.the.Design.of.Existing.Code.pdf,396,0.8,DesignPattern
Topic,Replace Type Code with Subclasses,A design pattern that replaces type codes with subclasses to leverage polymorphism and improve code clarity.,Refactoring.Improving.the.Design.of.Existing.Code.pdf,396,0.85,DesignPattern
Topic,Push Down Field,A refactoring technique that moves fields from a superclass to subclasses to ensure that fields are only relevant to specific subclasses.,Refactoring.Improving.the.Design.of.Existing.Code.pdf,396,0.8,DesignPattern
Topic,Party,"A base class representing a common entity in the domain, which can be extended by other entities like Employee and Department.",Refactoring.Improving.the.Design.of.Existing.Code.pdf,396,0.75,DDDConcept
Topic,Employee,"A specific entity that extends Party, representing an employee with attributes like name and id.",Refactoring.Improving.the.Design.of.Existing.Code.pdf,396,0.75,DDDConcept
Topic,Department,"A specific entity that extends Party, representing a department with attributes like name and staff.",Refactoring.Improving.the.Design.of.Existing.Code.pdf,396,0.75,DDDConcept
Topic,PremiumBookingDelegate,"A delegate class that handles premium booking-specific behaviors, allowing for separation of concerns.",Refactoring.Improving.the.Design.of.Existing.Code.pdf,430,0.85,CodeStructure
Topic,createPremiumBooking,"Factory function that creates instances of PremiumBooking, encapsulating the creation logic.",Refactoring.Improving.the.Design.of.Existing.Code.pdf,430,0.8,CodeStructure
Topic,Booking,"Base class for bookings, providing common properties and methods for all booking types.",Refactoring.Improving.the.Design.of.Existing.Code.pdf,430,0.9,CodeStructure
Topic,Move Function,"Refactoring technique used to move methods from one class to another, enhancing code organization.",Refactoring.Improving.the.Design.of.Existing.Code.pdf,430,0.75,DesignPattern
Topic,Factory Pattern,Creational design pattern used to create objects without specifying the exact class of object that will be created.,Refactoring.Improving.the.Design.of.Existing.Code.pdf,430,0.8,DesignPattern
Topic,hasTalkback,"Getter method that determines if a booking has talkback features, demonstrating encapsulation of behavior.",Refactoring.Improving.the.Design.of.Existing.Code.pdf,430,0.7,CodeStructure
Topic,hasDinner,Getter method in PremiumBookingDelegate that checks for dinner options in premium bookings.,Refactoring.Improving.the.Design.of.Existing.Code.pdf,430,0.7,CodeStructure
Topic,Replace Subclass with Delegate,A design pattern that suggests using delegation instead of inheritance to reduce coupling and improve flexibility.,Refactoring.Improving.the.Design.of.Existing.Code.pdf,425,0.9,DesignPattern
Topic,Favor Object Composition over Class Inheritance,A principle advocating for the use of composition to achieve flexibility and reduce the risks associated with inheritance.,Refactoring.Improving.the.Design.of.Existing.Code.pdf,425,0.85,DesignPrinciple
Topic,State Pattern,A behavioral design pattern that allows an object to alter its behavior when its internal state changes.,Refactoring.Improving.the.Design.of.Existing.Code.pdf,425,0.8,DesignPattern
Topic,Strategy Pattern,A behavioral design pattern that enables selecting an algorithm's behavior at runtime.,Refactoring.Improving.the.Design.of.Existing.Code.pdf,425,0.8,DesignPattern
Topic,Factory Function,A creational design pattern that provides a way to create objects without specifying the exact class of the object that will be created.,Refactoring.Improving.the.Design.of.Existing.Code.pdf,425,0.75,DesignPattern
Topic,Module,"A self-contained unit of code that encapsulates related functions and data, promoting code organization and reuse.",Refactoring.Improving.the.Design.of.Existing.Code.pdf,425,0.7,CodeStructure
Topic,Superclass,"A class that is inherited from by one or more subclasses, providing a base for shared functionality.",Refactoring.Improving.the.Design.of.Existing.Code.pdf,425,0.7,CodeStructure
Topic,Delegate Class,"A class that handles specific responsibilities delegated to it by another class, promoting separation of concerns.",Refactoring.Improving.the.Design.of.Existing.Code.pdf,425,0.75,CodeStructure
Topic,Factory Function,A design pattern that provides a way to create objects without specifying the exact class of the object that will be created.,Refactoring.Improving.the.Design.of.Existing.Code.pdf,411,0.9,DesignPattern
Topic,Person,"An entity representing a person, which can be extended by subclasses like Male and Female.",Refactoring.Improving.the.Design.of.Existing.Code.pdf,411,0.8,DDDConcept
Topic,Male,"A subclass of Person representing male individuals, demonstrating inheritance.",Refactoring.Improving.the.Design.of.Existing.Code.pdf,411,0.7,DDDConcept
Topic,Female,"A subclass of Person representing female individuals, demonstrating inheritance.",Refactoring.Improving.the.Design.of.Existing.Code.pdf,411,0.7,DDDConcept
Topic,Replace Constructor with Factory Function,A refactoring pattern that replaces direct constructor calls with a factory function to encapsulate object creation.,Refactoring.Improving.the.Design.of.Existing.Code.pdf,411,0.85,DesignPattern
Topic,Extract Function,A refactoring technique that creates a new function from a portion of existing code to improve readability and reusability.,Refactoring.Improving.the.Design.of.Existing.Code.pdf,411,0.75,DesignPattern
Topic,Inline Variable,"A refactoring technique that removes a variable and replaces its occurrences with the expression it holds, simplifying the code.",Refactoring.Improving.the.Design.of.Existing.Code.pdf,411,0.7,DesignPattern
Topic,Push Down Method,Refactoring technique to move methods down the class hierarchy to reduce unused code in superclasses.,Refactoring.Improving.the.Design.of.Existing.Code.pdf,98,0.9,DesignPattern
Topic,Push Down Field,Refactoring technique to move fields down the class hierarchy to ensure superclasses only hold common data.,Refactoring.Improving.the.Design.of.Existing.Code.pdf,98,0.9,DesignPattern
Topic,Replace Subclass with Delegate,Refactoring technique that replaces subclassing with delegation to avoid issues with superclass interfaces.,Refactoring.Improving.the.Design.of.Existing.Code.pdf,98,0.85,DesignPattern
Topic,Replace Superclass with Delegate,Refactoring technique that replaces a superclass with a delegate to simplify class hierarchies.,Refactoring.Improving.the.Design.of.Existing.Code.pdf,98,0.85,DesignPattern
Topic,Extract Function,Refactoring technique that creates a new function from a block of code to improve readability and reduce complexity.,Refactoring.Improving.the.Design.of.Existing.Code.pdf,98,0.8,DesignPattern
Topic,Change Function Declaration,"Refactoring technique that renames a function to better reflect its purpose, enhancing code clarity.",Refactoring.Improving.the.Design.of.Existing.Code.pdf,98,0.8,DesignPattern
Topic,Introduce Assertion,Refactoring technique that adds assertions to enforce rules about the state of the system.,Refactoring.Improving.the.Design.of.Existing.Code.pdf,98,0.75,DesignPattern
Topic,SOLID Principles,"A set of five principles that guide software design to create more understandable, flexible, and maintainable code.",Refactoring.Improving.the.Design.of.Existing.Code.pdf,98,0.95,DesignPrinciple
Topic,DRY Principle,"The 'Don't Repeat Yourself' principle aims to reduce the repetition of code patterns, promoting reusability.",Refactoring.Improving.the.Design.of.Existing.Code.pdf,98,0.9,DesignPrinciple
Topic,KISS Principle,"The 'Keep It Simple, Stupid' principle emphasizes simplicity in design to avoid unnecessary complexity.",Refactoring.Improving.the.Design.of.Existing.Code.pdf,98,0.85,DesignPrinciple
Topic,YAGNI Principle,The 'You Aren't Gonna Need It' principle advises against adding functionality until it is necessary.,Refactoring.Improving.the.Design.of.Existing.Code.pdf,98,0.85,DesignPrinciple
Topic,Encapsulate Record,A design pattern that groups related data into a single record structure to improve code organization and encapsulation.,Refactoring.Improving.the.Design.of.Existing.Code.pdf,165,0.9,DesignPattern
Topic,Introduce Parameter Object,"A design pattern that creates a new object to group parameters together, simplifying method signatures and enhancing readability.",Refactoring.Improving.the.Design.of.Existing.Code.pdf,165,0.85,DesignPattern
Topic,Move Function,A design pattern that involves relocating a function to a more appropriate class or module to improve cohesion.,Refactoring.Improving.the.Design.of.Existing.Code.pdf,165,0.8,DesignPattern
Topic,Extract Function,A design pattern that refactors code by extracting a portion of logic into a separate function to enhance clarity and reusability.,Refactoring.Improving.the.Design.of.Existing.Code.pdf,165,0.8,DesignPattern
Topic,Encapsulate Collection,"A design pattern that hides the details of a collection's implementation, providing a cleaner interface for interaction.",Refactoring.Improving.the.Design.of.Existing.Code.pdf,165,0.75,DesignPattern
Topic,Replace Primitive with Object,A design pattern that replaces primitive data types with objects to enhance flexibility and encapsulation.,Refactoring.Improving.the.Design.of.Existing.Code.pdf,165,0.7,DesignPattern
Topic,Replace Temp with Query,A design pattern that replaces temporary variables with queries to improve code clarity and reduce dependencies.,Refactoring.Improving.the.Design.of.Existing.Code.pdf,165,0.7,DesignPattern
Topic,Module,"A code organization structure that encapsulates related functions and data, promoting separation of concerns.",Refactoring.Improving.the.Design.of.Existing.Code.pdf,165,0.9,CodeStructure
