id,source,target,relationship_type
rel_004020,LoadCustomerAggregateById,Event Store,DEPENDS_ON
rel_004021,LoadCustomerAggregateById,IEventStore,DEPENDS_ON
rel_004022,LoadCustomerAggregateById,ISnapshotRepository,DEPENDS_ON
rel_004023,LoaderStrategy,Eager Loading,RELATES_TO
rel_004024,LoaderStrategy,InstrumentedAttribute,RELATES_TO
rel_004025,LoaderStrategy,Mapper,DEPENDS_ON
rel_004026,LoaderStrategy,RelationshipProperty,RELATES_TO
rel_004027,Loan Entity,Entity,IMPLEMENTS
rel_004028,Loan Entity,Entity,PART_OF
rel_004029,Local Process,Dynamic Polymorphism,DEPENDS_ON
rel_004030,Local Process,Dynamically Linked Deployment Components,RELATES_TO
rel_004031,Local Process,Monolithic Process,RELATES_TO
rel_004032,LocalStorage API,WebDriver,RELATES_TO
rel_004033,Localization Repack,Concurrent Jobs,RELATES_TO
rel_004034,Lock Manager,Conflict Matrix,CONTAINS
rel_004035,LockCustomerCommand,CustomerApplicationService,DEPENDS_ON
rel_004036,LockForAccountOverdraft,Aggregate,IMPLEMENTS
rel_004037,Locks,Race Condition,IMPLEMENTS
rel_004038,Log Management,Performance,RELATES_TO
rel_004039,Log Management,Transactional Log,IMPLEMENTS
rel_004040,Log Module,Cursor-based API,IMPLEMENTS
rel_004041,Log-Structured Merge Tree,Log-Structured Hash Table,RELATES_TO
rel_004042,LogOn Function,Modem Interface,DEPENDS_ON
rel_004043,LogOn Function,Open/Closed Principle (OCP),IMPLEMENTS
rel_004044,Logging,Exception Management Strategy,RELATES_TO
rel_004045,Logging Consolidation Tools,Layered Architecture,PART_OF
rel_004046,Logging Mechanism,Fault Tolerance,IMPLEMENTS
rel_004047,Logging Methods,Special-General Mixture,RELATES_TO
rel_004048,LoggingAccountService,Decorator Pattern,RELATES_TO
rel_004049,Logical Architecture,Components and Interfaces,CONTAINS
rel_004050,Logical Cohesion,Coincidental Cohesion,RELATES_TO
rel_004051,Logical Components,Physical Components,RELATES_TO
rel_004052,Logical Grouping of UI Elements,User Interface Layout,RELATES_TO
rel_004053,Logical View,Class Diagram,RELATES_TO
rel_004054,Logical View,Conceptual View,RELATES_TO
rel_004055,Logical View,UML Diagrams,RELATES_TO
rel_004056,Long Tail Distribution,Availability,RELATES_TO
rel_004057,Long Transactions,Restart Capability,PART_OF
rel_004058,Long-Running Process,Saga,IMPLEMENTS
rel_004059,Long-Running Process (Saga),Event-Driven Architecture,IMPLEMENTS
rel_004060,Look,Layout,RELATES_TO
rel_004061,Loop Frame Notation,Message,IMPLEMENTS
rel_004062,Loose Coupling,PAC Architecture,DEPENDS_ON
rel_004063,Loose Coupling,Testability,RELATES_TO
rel_004064,Low Coupling,High Cohesion,RELATES_TO
rel_004065,Low Coupling,Maintainability,RELATES_TO
rel_004066,Low Coupling,Module,RELATES_TO
rel_004067,Low Memory Footprint,Low CPU Usage,RELATES_TO
rel_004068,Low-Fidelity Prototypes,High-Fidelity Prototypes,RELATES_TO
rel_004069,Low-Level Bindings,D-Bus,DEPENDS_ON
rel_004070,Low-Level Module,Abstraction,DEPENDS_ON
rel_004071,LowerCaseInputStream,FilterInputStream,IMPLEMENTS
rel_004072,LowerCaseInputStream,InputStream,DEPENDS_ON
rel_004073,MD5 Hashing for Cache Naming,Hierarchical Data Storage,RELATES_TO
rel_004074,MVC,User Interface Design,RELATES_TO
rel_004075,MVC Architecture,Dependency Inversion Principle,RELATES_TO
rel_004076,MVC Model,User Interface,IMPLEMENTS
rel_004077,MVC-I,Controller,CONTAINS
rel_004078,MVC-I,Model,CONTAINS
rel_004079,MVC-I,ViewController,CONTAINS
rel_004080,MVC-II,Model,CONTAINS
rel_004081,MVC-II,ViewController,CONTAINS
rel_004082,MVP Pattern,Model,CONTAINS
rel_004083,MVP Pattern,Presenter,CONTAINS
rel_004084,MVP Pattern,View,CONTAINS
rel_004085,MVVM,Model,CONTAINS
rel_004086,MVVM,View,CONTAINS
rel_004087,MVVM,ViewModel,CONTAINS
rel_004088,Machine API,MediaWiki Extensions,RELATES_TO
rel_004089,Machine Interface,GDBtk,RELATES_TO
rel_004090,Machine Interface,TUI,RELATES_TO
rel_004091,Macro Binding,Keymap,IMPLEMENTS
rel_004092,MacroCommand,Command,IMPLEMENTS
rel_004093,MacroCommand,Command Pattern,IMPLEMENTS
rel_004094,MacroCommand,HottubOnCommand,CONTAINS
rel_004095,MacroCommand,LightOnCommand,CONTAINS
rel_004096,MacroCommand,SimpleCommand,CONTAINS
rel_004097,MacroCommand,StereoOnCommand,CONTAINS
rel_004098,MacroCommand,TVOnCommand,CONTAINS
rel_004099,MailList Class,Pickling,DEPENDS_ON
rel_004100,MailList Object,Pickling,DEPENDS_ON
rel_004101,Mailman 3,Parallelism in Mailman,RELATES_TO
rel_004102,Mailman 3,Queue Runner,CONTAINS
rel_004103,Mailman Architecture,Test Driven Development,RELATES_TO
rel_004104,Mailman Core Engine,Integration with External Systems,IMPLEMENTS
rel_004105,Mailman Core Engine,Launchpad Integration,DEPENDS_ON
rel_004106,Mailman Core Engine,REST API,IMPLEMENTS
rel_004107,Main,HtwFactory,DEPENDS_ON
rel_004108,Main,HuntTheWumpusFacade,DEPENDS_ON
rel_004109,Main Component,Dependency Injection,IMPLEMENTS
rel_004110,Main Component,Factory Pattern,CONTAINS
rel_004111,Main Component,Strategy Pattern,CONTAINS
rel_004112,Main Plugin,Microservices Architecture,RELATES_TO
rel_004113,Main Program and Subroutine Architectural Pattern,Component,CONTAINS
rel_004114,Main Program and Subroutine Architectural Pattern,Layered Architectural Pattern,RELATES_TO
rel_004115,Main Program and Subroutine Architectural Pattern,Quality Properties of Main Program and Subroutine Pattern,DEPENDS_ON
rel_004116,Main Sequence,D Metric,RELATES_TO
rel_004117,Maintainability,Abstraction,RELATES_TO
rel_004118,Maintainability,Application Services,RELATES_TO
rel_004119,Maintainability,Application Software Design,DEPENDS_ON
rel_004120,Maintainability,Architectural Design,DEPENDS_ON
rel_004121,Maintainability,Architecture Debt,DEPENDS_ON
rel_004122,Maintainability,Architecture Debt,RELATES_TO
rel_004123,Maintainability,Architecture in the Small,DEPENDS_ON
rel_004124,Maintainability,Backup and Recovery,RELATES_TO
rel_004125,Maintainability,Central Booking System,PART_OF
rel_004126,Maintainability,Clean Architecture,RELATES_TO
rel_004127,Maintainability,Client-Server Architecture,DEPENDS_ON
rel_004128,Maintainability,Code Complexity,RELATES_TO
rel_004129,Maintainability,Code Refactoring,RELATES_TO
rel_004130,Maintainability,Code Review Process,RELATES_TO
rel_004131,Maintainability,Common Closure Principle,DEPENDS_ON
rel_004132,Maintainability,Compact Code,RELATES_TO
rel_004133,Maintainability,Complexity Measurement,RELATES_TO
rel_004134,Maintainability,Component,RELATES_TO
rel_004135,Maintainability,Component Management,RELATES_TO
rel_004136,Maintainability,Component Testing,DEPENDS_ON
rel_004137,Maintainability,Component-Based Decomposition,DEPENDS_ON
rel_004138,Maintainability,Composition,DEPENDS_ON
rel_004139,Maintainability,Configuration Management,RELATES_TO
rel_004140,Maintainability,Configuration Management Framework,RELATES_TO
rel_004141,Maintainability,Consistency in Code Style,RELATES_TO
rel_004142,Maintainability,Container,RELATES_TO
rel_004143,Maintainability,Critical Path Design,RELATES_TO
rel_004144,Maintainability,DRY Principle,DEPENDS_ON
rel_004145,Maintainability,Data Files Architecture,RELATES_TO
rel_004146,Maintainability,Dependability,RELATES_TO
rel_004147,Maintainability,Dependency Management,RELATES_TO
rel_004148,Maintainability,Digital Learning Environment,RELATES_TO
rel_004149,Maintainability,Distributed Architecture,DEPENDS_ON
rel_004150,Maintainability,Distributed Component Architecture,DEPENDS_ON
rel_004151,Maintainability,Distributed System,DEPENDS_ON
rel_004152,Maintainability,Documentation,RELATES_TO
rel_004153,Maintainability,Documentation Lag,DEPENDS_ON
rel_004154,Maintainability,Documentation as Design Tool,RELATES_TO
rel_004155,Maintainability,Domain Services,RELATES_TO
rel_004156,Maintainability,Dynamic Language Runtime (DLR),RELATES_TO
rel_004157,Maintainability,DynamicMetaObject,DEPENDS_ON
rel_004158,Maintainability,Encapsulation,RELATES_TO
rel_004159,Maintainability,Exception Management Strategy,DEPENDS_ON
rel_004160,Maintainability,Extensibility,RELATES_TO
rel_004161,Maintainability,Factory Design Pattern,RELATES_TO
rel_004162,Maintainability,Formatting Policies,RELATES_TO
rel_004163,Maintainability,Hadoop Filesystem,DEPENDS_ON
rel_004164,Maintainability,ISO/IEC 25010,RELATES_TO
rel_004165,Maintainability,Information Hiding,RELATES_TO
rel_004166,Maintainability,Integrator Component,RELATES_TO
rel_004167,Maintainability,Intercepting Validator,DEPENDS_ON
rel_004168,Maintainability,Isolability,RELATES_TO
rel_004169,Maintainability,Iterative Development,RELATES_TO
rel_004170,Maintainability,Layered Architecture,DEPENDS_ON
rel_004171,Maintainability,MVC,DEPENDS_ON
rel_004172,Maintainability,Microservices Architecture,RELATES_TO
rel_004173,Maintainability,Modifiability,RELATES_TO
rel_004174,Maintainability,Modular Design,RELATES_TO
rel_004175,Maintainability,Modularity,DEPENDS_ON
rel_004176,Maintainability,Module,RELATES_TO
rel_004177,Maintainability,Object-Oriented Programming,RELATES_TO
rel_004178,Maintainability,Perfective Maintenance,RELATES_TO
rel_004179,Maintainability,Performance,CONTAINS
rel_004180,Maintainability,Performance,DEPENDS_ON
rel_004181,Maintainability,Performance,RELATES_TO
rel_004182,Maintainability,Puppet Plugins,DEPENDS_ON
rel_004183,Maintainability,PythonObject,RELATES_TO
rel_004184,Maintainability,Real-time System,DEPENDS_ON
rel_004185,Maintainability,Refactoring,DEPENDS_ON
rel_004186,Maintainability,Refactoring,RELATES_TO
rel_004187,Maintainability,Reliability,DEPENDS_ON
rel_004188,Maintainability,Reliability,RELATES_TO
rel_004189,Maintainability,Replace Conditional with Polymorphism,RELATES_TO
rel_004190,Maintainability,Resilience Engineering,RELATES_TO
rel_004191,Maintainability,Reusability,RELATES_TO
rel_004192,Maintainability,Routine Changes,RELATES_TO
rel_004193,Maintainability,SOLID Principles,RELATES_TO
rel_004194,Maintainability,SQLAlchemy,DEPENDS_ON
rel_004195,Maintainability,Scalability,DEPENDS_ON
rel_004196,Maintainability,Scalability,RELATES_TO
rel_004197,Maintainability,Security,CONTAINS
rel_004198,Maintainability,Security,DEPENDS_ON
rel_004199,Maintainability,Service,RELATES_TO
rel_004200,Maintainability,Service-Oriented Architecture,PART_OF
rel_004201,Maintainability,Session Router,RELATES_TO
rel_004202,Maintainability,Simplicity,RELATES_TO
rel_004203,Maintainability,Software Design Documentation,RELATES_TO
rel_004204,Maintainability,Software Measurement,RELATES_TO
rel_004205,Maintainability,Spaghetti Code,DEPENDS_ON
rel_004206,Maintainability,Static Code Analysis,DEPENDS_ON
rel_004207,Maintainability,Static Library,RELATES_TO
rel_004208,Maintainability,System Architecture,RELATES_TO
rel_004209,Maintainability,System Complexity,RELATES_TO
rel_004210,Maintainability,TCP BTL Component,RELATES_TO
rel_004211,Maintainability,Testability,RELATES_TO
rel_004212,Maintainability,Testing Techniques,RELATES_TO
rel_004213,Maintainability,Usability,RELATES_TO
rel_004214,Maintainability,User Interface Design,RELATES_TO
rel_004215,Maintainability,Web Services,DEPENDS_ON
rel_004216,Maintainability Level,Component Cohesion,DEPENDS_ON
rel_004217,Maintainability Level,Component Coupling,DEPENDS_ON
rel_004218,Maintainability Level,Component Size,DEPENDS_ON
rel_004219,Maintainability Level,Cyclomatic Complexity,DEPENDS_ON
rel_004220,MakePreferred,User,RELATES_TO
rel_004221,Makefile Fragment,GNU Operating System,PART_OF
rel_004222,Makefile Fragment,Portability,IMPLEMENTS
rel_004223,MallardDuck,Duck,IMPLEMENTS
rel_004224,MallardDuck,Observable,IMPLEMENTS
rel_004225,MallardDuck,Quackable,IMPLEMENTS
rel_004226,Man-in-the-Middle Attack Prevention,Central Index,DEPENDS_ON
rel_004227,Manageability,Web Architecture,RELATES_TO
rel_004228,Manifest,Changelog,RELATES_TO
rel_004229,Manipulator,Figure,DEPENDS_ON
rel_004230,Manufacture and Shipping Component,Client-Server Architecture,IMPLEMENTS
rel_004231,Map-Reduce Pattern,Performance,DEPENDS_ON
rel_004232,Map-Reduce Pattern,Performance,RELATES_TO
rel_004233,Map-Reduce Pattern,Scalability,RELATES_TO
rel_004234,Map-Reduce Pattern,Stateless Map Instances,CONTAINS
rel_004235,Mapper,InstrumentedAttribute,RELATES_TO
rel_004236,Mapper,RelationshipProperty,CONTAINS
rel_004237,Mapper,Session,PART_OF
rel_004238,Mapping Component,Modifiability,DEPENDS_ON
rel_004239,Mapping View,Work Assignment View,CONTAINS
rel_004240,Master Process,Configuration File,DEPENDS_ON
rel_004241,Master-Slave Architecture,Main-Subroutine Architecture,RELATES_TO
rel_004242,MatchMakingTestDrive,Proxy Pattern,CONTAINS
rel_004243,Matplotlib,Embedding Graphics,IMPLEMENTS
rel_004244,Matplotlib,Interactive Graphics,IMPLEMENTS
rel_004245,Maximum cohesion,Information hiding,RELATES_TO
rel_004246,Maze,Door,CONTAINS
rel_004247,Maze,Room,CONTAINS
rel_004248,MazeBuilder Interface,Builder Pattern,IMPLEMENTS
rel_004249,MazeFactory,Abstract Factory,IMPLEMENTS
rel_004250,MazeFactory,Factory Method,IMPLEMENTS
rel_004251,MazeFactory,Singleton,IMPLEMENTS
rel_004252,MazeFactory,partCatalog,CONTAINS
rel_004253,MazeGame,CountingMazeBuilder,DEPENDS_ON
rel_004254,MazeGame::CreateMaze,MazeBuilder Interface,DEPENDS_ON
rel_004255,MazePrototypeFactory,Clone Operation,CONTAINS
rel_004256,MazePrototypeFactory,Prototype Pattern,IMPLEMENTS
rel_004257,Mean Time to Failure (MTTF),Rate of Occurrence of Failures (ROCOF),DEPENDS_ON
rel_004258,Measurement Method,Reliability,RELATES_TO
rel_004259,Measurement Method,Validity,RELATES_TO
rel_004260,MediaWiki,Caching Infrastructure,DEPENDS_ON
rel_004261,MediaWiki,In-Memory Object Cache,CONTAINS
rel_004262,MediaWiki,MWNamespace,CONTAINS
rel_004263,MediaWiki,Parser,CONTAINS
rel_004264,MediaWiki,SpecialPage,CONTAINS
rel_004265,MediaWiki Architecture,Gadgets Extension,CONTAINS
rel_004266,MediaWiki Architecture,MediaWiki Namespace,CONTAINS
rel_004267,MediaWiki Extensions,MediaWiki Hooks,IMPLEMENTS
rel_004268,Mediator,Dialog Box,IMPLEMENTS
rel_004269,Mediator,FontDialogDirector,IMPLEMENTS
rel_004270,Mediator,Loose Coupling,RELATES_TO
rel_004271,Mediator,Observer,RELATES_TO
rel_004272,Mediator Pattern,CoffeePot,IMPLEMENTS
rel_004273,Mediator Pattern,DialogDirector,IMPLEMENTS
rel_004274,Mediator Pattern,Event-Driven Architecture,IMPLEMENTS
rel_004275,Mediator Pattern,Observer Pattern,RELATES_TO
rel_004276,Mediator Topology,Data Consistency,IMPLEMENTS
rel_004277,Mediator Topology,Error Handling,IMPLEMENTS
rel_004278,Mediator Topology,Recoverability,IMPLEMENTS
rel_004279,Mediator Topology,Restart Capabilities,IMPLEMENTS
rel_004280,Medical Records Exchange Interface,Central Database,DEPENDS_ON
rel_004281,MemberChangeTracker,Entity,PART_OF
rel_004282,Memcached,Caching,IMPLEMENTS
rel_004283,Memento,Command,RELATES_TO
rel_004284,Memento,Composite,RELATES_TO
rel_004285,Memento,ConstraintSolver,DEPENDS_ON
rel_004286,Memento,ConstraintSolver,RELATES_TO
rel_004287,Memento,Iterator,RELATES_TO
rel_004288,Memento,MoveCommand,DEPENDS_ON
rel_004289,Memento,Polymorphism,RELATES_TO
rel_004290,Memento,Single Responsibility Principle,RELATES_TO
rel_004291,Memento Pattern,Caretaker,IMPLEMENTS
rel_004292,Memento Pattern,Memento,IMPLEMENTS
rel_004293,Memento Pattern,Originator,IMPLEMENTS
rel_004294,Memoization,Functional Data Store,RELATES_TO
rel_004295,Memory Efficiency,Worker Model,RELATES_TO
rel_004296,Memory Framework,Base Code,DEPENDS_ON
rel_004297,Memory Framework,Component Interface Definition,IMPLEMENTS
rel_004298,Memory Framework,Maintainability,RELATES_TO
rel_004299,Memory Framework,Scalability,RELATES_TO
rel_004300,Memory Streaming,DataObject,CONTAINS
rel_004301,Memory Streaming,ProcessObject,CONTAINS
rel_004302,Mentcare System,Bounded Context,DEPENDS_ON
rel_004303,Menu,Iterator Pattern,IMPLEMENTS
rel_004304,Menu,MenuComponent,CONTAINS
rel_004305,Menu,MenuItem,CONTAINS
rel_004306,Menu,MenuItem,PART_OF
rel_004307,Menu,Subsystem,CONTAINS
rel_004308,MenuComponent,Composite Pattern,PART_OF
rel_004309,MenuComponent,MenuItem,IMPLEMENTS
rel_004310,MenuItem,Command Class,CONTAINS
rel_004311,MenuItem,Command Class,DEPENDS_ON
rel_004312,MenuItem,Command Pattern,RELATES_TO
rel_004313,MenuItem,Composite,PART_OF
rel_004314,MenuItem,Concrete Command,DEPENDS_ON
rel_004315,MenuItem,Iterator Pattern,CONTAINS
rel_004316,MenuItem,MacroCommand,DEPENDS_ON
rel_004317,Merging,Component,RELATES_TO
rel_004318,Message,Input Data,RELATES_TO
rel_004319,Message Class,Prototype Design Pattern,IMPLEMENTS
rel_004320,Message Coupling,No Coupling,RELATES_TO
rel_004321,Message Generator,Builder Design Pattern,IMPLEMENTS
rel_004322,Message Object Tree,Rules,DEPENDS_ON
rel_004323,Message Passing,Dynamic Language Runtime (DLR),IMPLEMENTS
rel_004324,Message Passing Interface (MPI),Collective Communication,CONTAINS
rel_004325,Message Passing Interface (MPI),Maintainability,DEPENDS_ON
rel_004326,Message Passing Interface (MPI),Point-to-Point Communication,CONTAINS
rel_004327,Message Passing Interface (MPI),Reliability,DEPENDS_ON
rel_004328,Message Passing Interface (MPI),Scalability,DEPENDS_ON
rel_004329,Message Passing Interface (MPI),Security,DEPENDS_ON
rel_004330,Message Passing Interface (MPI),high-level API,IMPLEMENTS
rel_004331,Message Passing Interface (MPI),legacy setups,DEPENDS_ON
rel_004332,Message Sequence Diagrams,Object Interaction Graphs,RELATES_TO
rel_004333,Message System,One-Initiator Connector,IMPLEMENTS
rel_004334,Message-Driven Architecture,Loose Coupling,RELATES_TO
rel_004335,MessageConsumer,BacklogItemCommitted,IMPLEMENTS
rel_004336,MessageDigest,Type 3 UUID,DEPENDS_ON
rel_004337,MessageListener,MessageConsumer,IMPLEMENTS
rel_004338,MessagesXx.php,GRAMMAR: switch,DEPENDS_ON
rel_004339,MessagesXx.php,PLURAL: switch,DEPENDS_ON
rel_004340,Messaging Adapter,Service-Oriented Architecture (SOA),PART_OF
rel_004341,Messaging Infrastructure,Domain Event,DEPENDS_ON
rel_004342,Messaging Infrastructure,Domain Event,RELATES_TO
rel_004343,Messaging Library,Distributed Architecture,IMPLEMENTS
rel_004344,Messaging Specification,PowerOnCmd,CONTAINS
rel_004345,Messaging Specification,SelfTestCmd,CONTAINS
rel_004346,Messaging Specification,SetDataCmd,CONTAINS
rel_004347,Meta-Model,Architecture Patterns,DEPENDS_ON
rel_004348,Meta-Schema,Object-Relational Mapping,IMPLEMENTS
rel_004349,MetaContactRightButtonMenu,PluginComponent,DEPENDS_ON
rel_004350,MetaData,Metadata Mapping,IMPLEMENTS
rel_004351,Method Dependency,Module,CONTAINS
rel_004352,Method Interception,Message Passing,RELATES_TO
rel_004353,Method Interface,Child Method,DEPENDS_ON
rel_004354,Method Interface,Parent Method,DEPENDS_ON
rel_004355,Method Interface Comment,Abstraction,RELATES_TO
rel_004356,Method Naming Convention,Class Roll,RELATES_TO
rel_004357,Method Splitting,Child Method,IMPLEMENTS
rel_004358,Method Splitting,Conjoined Methods,RELATES_TO
rel_004359,Method Splitting,Parent Method,IMPLEMENTS
rel_004360,Method Splitting,Subtask Extraction,RELATES_TO
rel_004361,Micro-benchmarking,Performance,IMPLEMENTS
rel_004362,Micro-benchmarks,Performance,IMPLEMENTS
rel_004363,Micro-service architecture,Module,CONTAINS
rel_004364,Micro-service architecture,Modules,CONTAINS
rel_004365,Microfrontend,API Layer,DEPENDS_ON
rel_004366,Microkernel Architecture,Plug-in Component,CONTAINS
rel_004367,Microservice Architecture,Client-side Discovery Pattern,IMPLEMENTS
rel_004368,Microservice Architecture,Event-Driven Architecture,RELATES_TO
rel_004369,Microservice Architecture,Fault Isolation,RELATES_TO
rel_004370,Microservice Architecture,Maintainability,RELATES_TO
rel_004371,Microservice Architecture,Monolithic System,RELATES_TO
rel_004372,Microservice Architecture,Performance,RELATES_TO
rel_004373,Microservice Architecture,Scalability,RELATES_TO
rel_004374,Microservice Architecture,Server-side Discovery Pattern,IMPLEMENTS
rel_004375,Microservice Architecture,State Machine,RELATES_TO
rel_004376,Microservice Architecture,Well-defined Interfaces,IMPLEMENTS
rel_004377,Microservices,API Layer,CONTAINS
rel_004378,Microservices,Autonomous Services,RELATES_TO
rel_004379,Microservices,Bounded Context,PART_OF
rel_004380,Microservices,Bounded Context,RELATES_TO
rel_004381,Microservices,Client-Server Architecture,DEPENDS_ON
rel_004382,Microservices,Code Replication,RELATES_TO
rel_004383,Microservices,Component,CONTAINS
rel_004384,Microservices,Components,CONTAINS
rel_004385,Microservices,Containership,RELATES_TO
rel_004386,Microservices,Continuous Integration,RELATES_TO
rel_004387,Microservices,Coupling,RELATES_TO
rel_004388,Microservices,Cross-Cutting Concerns,RELATES_TO
rel_004389,Microservices,Data Isolation,RELATES_TO
rel_004390,Microservices,Data Lake,DEPENDS_ON
rel_004391,Microservices,Database Scalability,RELATES_TO
rel_004392,Microservices,Decoupling,IMPLEMENTS
rel_004393,Microservices,Domain Service,RELATES_TO
rel_004394,Microservices,Elasticity,RELATES_TO
rel_004395,Microservices,Entity Object,DEPENDS_ON
rel_004396,Microservices,Eureka,DEPENDS_ON
rel_004397,Microservices,Eureka,RELATES_TO
rel_004398,Microservices,Event Storming,DEPENDS_ON
rel_004399,Microservices,Fault Tolerance,DEPENDS_ON
rel_004400,Microservices,Fault Tolerance,RELATES_TO
rel_004401,Microservices,Independent Deployability,RELATES_TO
rel_004402,Microservices,Layered Architecture,RELATES_TO
rel_004403,Microservices,Maintainability,RELATES_TO
rel_004404,Microservices,Module,CONTAINS
rel_004405,Microservices,Multi-Tier Pattern,RELATES_TO
rel_004406,Microservices,OAuth 2,RELATES_TO
rel_004407,Microservices,Operational Reuse,DEPENDS_ON
rel_004408,Microservices,Performance,RELATES_TO
rel_004409,Microservices,REST Interface,IMPLEMENTS
rel_004410,Microservices,REST Interface,RELATES_TO
rel_004411,Microservices,Scalability,DEPENDS_ON
rel_004412,Microservices,Scalability,RELATES_TO
rel_004413,Microservices,Service Interface,RELATES_TO
rel_004414,Microservices,Service Mesh,RELATES_TO
rel_004415,Microservices,Service-Oriented Architecture,RELATES_TO
rel_004416,Microservices,Service-Oriented Architecture (SOA),DEPENDS_ON
rel_004417,Microservices,Service-Oriented Architecture (SOA),RELATES_TO
rel_004418,Microservices,Service-Oriented Architecture (SoA),RELATES_TO
rel_004419,Microservices,Stateless Microservices,IMPLEMENTS
rel_004420,Microservices,Test Case,RELATES_TO
rel_004421,Microservices,Transactional Saga Pattern,RELATES_TO
rel_004422,Microservices,VM (Virtual Machine),DEPENDS_ON
rel_004423,Microservices Architecture,Agility,RELATES_TO
rel_004424,Microservices Architecture,Architecture Characteristics,RELATES_TO
rel_004425,Microservices Architecture,Bounded Context,RELATES_TO
rel_004426,Microservices Architecture,Cohesion,RELATES_TO
rel_004427,Microservices Architecture,Component-Based Decomposition,DEPENDS_ON
rel_004428,Microservices Architecture,Coupling,RELATES_TO
rel_004429,Microservices Architecture,Data Consistency,RELATES_TO
rel_004430,Microservices Architecture,Data Product Quantum (DPQ),RELATES_TO
rel_004431,Microservices Architecture,Decoupling,RELATES_TO
rel_004432,Microservices Architecture,Dependency Rule,DEPENDS_ON
rel_004433,Microservices Architecture,Discovery Services,DEPENDS_ON
rel_004434,Microservices Architecture,Domain-Driven Design (DDD),RELATES_TO
rel_004435,Microservices Architecture,Duplication vs Coupling,DEPENDS_ON
rel_004436,Microservices Architecture,Elasticity,RELATES_TO
rel_004437,Microservices Architecture,Event-Driven Architecture,RELATES_TO
rel_004438,Microservices Architecture,Extensibility,RELATES_TO
rel_004439,Microservices Architecture,Fairy Tale Saga(seo) Pattern,IMPLEMENTS
rel_004440,Microservices Architecture,Heterogeneous Services,RELATES_TO
rel_004441,Microservices Architecture,High Cohesion,RELATES_TO
rel_004442,Microservices Architecture,Latency,RELATES_TO
rel_004443,Microservices Architecture,Maintainability,RELATES_TO
rel_004444,Microservices Architecture,Micro Frontend Architecture,PART_OF
rel_004445,Microservices Architecture,Microfrontend,RELATES_TO
rel_004446,Microservices Architecture,Orchestration Communication Style,IMPLEMENTS
rel_004447,Microservices Architecture,Order Placement Orchestrator,CONTAINS
rel_004448,Microservices Architecture,Performance,DEPENDS_ON
rel_004449,Microservices Architecture,Performance,RELATES_TO
rel_004450,Microservices Architecture,Plugin Architecture,RELATES_TO
rel_004451,Microservices Architecture,Polyglot Persistence,RELATES_TO
rel_004452,Microservices Architecture,RESTful API,RELATES_TO
rel_004453,Microservices Architecture,Reliability,RELATES_TO
rel_004454,Microservices Architecture,Saga Pattern,IMPLEMENTS
rel_004455,Microservices Architecture,Scalability,DEPENDS_ON
rel_004456,Microservices Architecture,Scalability,RELATES_TO
rel_004457,Microservices Architecture,Security,RELATES_TO
rel_004458,Microservices Architecture,Service Discovery,IMPLEMENTS
rel_004459,Microservices Architecture,Service Mesh,CONTAINS
rel_004460,Microservices Architecture,Service Mesh,RELATES_TO
rel_004461,Microservices Architecture,Service-Oriented Architecture,RELATES_TO
rel_004462,Microservices Architecture,Service-Oriented Architecture (SOA),RELATES_TO
rel_004463,Microservices Architecture,Sidecar Pattern,RELATES_TO
rel_004464,Microservices Architecture,Timeouts and Circuit Breakers,IMPLEMENTS
rel_004465,Microservices Architecture,Transactionality,RELATES_TO
rel_004466,Microsoft SQL Server,Application Component,DEPENDS_ON
rel_004467,Middleware,Database Management System,RELATES_TO
rel_004468,Middleware,Distributed Systems,IMPLEMENTS
rel_004469,Middleware,Web Services,RELATES_TO
rel_004470,Middleware Integration Framework,Web Application Framework,RELATES_TO
rel_004471,MiniDuckSimulator,Duck,CONTAINS
rel_004472,Minimalistic State Management,Agile Project Management Context,DEPENDS_ON
rel_004473,Minimum Coupling,Maximum Cohesion,RELATES_TO
rel_004474,Minimum Privilege Principle,Security Design Principle,PART_OF
rel_004475,Minimum coupling,Maximum cohesion,RELATES_TO
rel_004476,Miniﬁcation,Runtime Code Binding,RELATES_TO
rel_004477,Mismatch in Protocol Design,GPSD Protocol,RELATES_TO
rel_004478,Mission Plan Message,Wireless Sensor System,DEPENDS_ON
rel_004479,Mixin Class,Class Inheritance,DEPENDS_ON
rel_004480,Mobile Application,Factory Pattern,DEPENDS_ON
rel_004481,Mobile Device Support,Increased Network Complexity,PART_OF
rel_004482,Mobile Responsive Design,Single Focus Screen,RELATES_TO
rel_004483,Mobile User Interface Design,"Check Box, Radio Button, List Box",RELATES_TO
rel_004484,Mobile User Interface Design,Reliability,RELATES_TO
rel_004485,Mobile User Interface Design,Scalability,RELATES_TO
rel_004486,Mobile User Interface Design,Security,RELATES_TO
rel_004487,Mocha,Beverage,IMPLEMENTS
rel_004488,Mocha,CondimentDecorator,IMPLEMENTS
rel_004489,Mock Object,DatabaseAccessClass,RELATES_TO
rel_004490,Mock Object,Logger,RELATES_TO
rel_004491,Mock Object,Unit Test,IMPLEMENTS
rel_004492,Model,Observer Pattern,IMPLEMENTS
rel_004493,Model Checking,Finite-State Model,DEPENDS_ON
rel_004494,Model Workbench,Eclipse Modeling Framework (EMF),RELATES_TO
rel_004495,Model-Based Systems Engineering (MBSE),Architectural Models,CONTAINS
