id,name,label
node_004121,NAG Library,CodeStructure
node_004122,NFS Client Behavior,CodeStructure
node_004123,NMEA Packet Validation,DesignPattern
node_004124,NULL,QualityAttribute
node_004125,NXProxy,CodeStructure
node_004126,NYPizzaIngredientFactory,CodeStructure
node_004127,NYPizzaStore,CodeStructure
node_004128,NYStyleCheesePizza,CodeStructure
node_004129,Name-Value Pairs,CodeStructure
node_004130,NameNode,CodeStructure
node_004131,NameSingletonPair,CodeStructure
node_004132,NamedPoint Struct,CodeStructure
node_004133,Namespace,CodeStructure
node_004134,Namespace Image,CodeStructure
node_004135,Namespace Management,CodeStructure
node_004136,Namespace Management,DesignPrinciple
node_004137,Namespace Organization,CodeStructure
node_004138,Namespace Structure,CodeStructure
node_004139,Namespaces,CodeStructure
node_004140,Naming Class,CodeStructure
node_004141,Naming Conventions,DesignPrinciple
node_004142,Native Bridging,DesignPattern
node_004143,Native Image Generation (NGEN),QualityAttribute
node_004144,Native Widget Toolkit,DesignPattern
node_004145,Navigation Bar,CodeStructure
node_004146,Navigation Bar States,DesignPattern
node_004147,Navigation Controls,CodeStructure
node_004148,Near-Cache,ArchPattern
node_004149,Network Communication,CodeStructure
node_004150,Network Diagrams,ArchPattern
node_004151,Network Identity Management,DDDConcept
node_004152,Network Monitor,CodeStructure
node_004153,Network Properties,CodeStructure
node_004154,Network Reliability,QualityAttribute
node_004155,Network Transparency,DesignPrinciple
node_004156,Network Transport Cost,QualityAttribute
node_004157,Network of Objects,CodeStructure
node_004158,Networking Applications,CodeStructure
node_004159,NewSQL Database,ArchPattern
node_004160,Nginx Architecture,ArchPattern
node_004161,No Coupling,DesignPrinciple
node_004162,NoCommand,CodeStructure
node_004163,NoCommand,DesignPattern
node_004164,NoQuarterState,CodeStructure
node_004165,NoQuarterState Class,CodeStructure
node_004166,NoSQL,ArchPattern
node_004167,NoSQL Database,ArchPattern
node_004168,NoSQL Database,CodeStructure
node_004169,NoSQL Ecosystem,ArchPattern
node_004170,NoSQL Storage,ArchPattern
node_004171,NoSQL Systems,ArchPattern
node_004172,Node,CodeStructure
node_004173,Node Class Hierarchy,CodeStructure
node_004174,Node Interface,CodeStructure
node_004175,Node Object,CodeStructure
node_004176,Node Package Manager,CodeStructure
node_004177,NodeVisitor,CodeStructure
node_004178,Non-Compensatory Techniques,DesignPattern
node_004179,Non-Functional Properties,QualityAttribute
node_004180,Non-Functional Requirements,DDDConcept
node_004181,Non-functional Reliability Requirements,QualityAttribute
node_004182,Non-functional Requirements,QualityAttribute
node_004183,Non-functional Testing,CodeStructure
node_004184,NonOwnerInvocationHandler,CodeStructure
node_004185,NonTerminalExpression,DesignPattern
node_004186,Nonbuffered Event-Based Implicit Invocation,ArchPattern
node_004187,Nondeterminism,QualityAttribute
node_004188,Nonfunctional Requirement,QualityAttribute
node_004189,Nonfunctional Requirements,DDDConcept
node_004190,Nonpreemptive Scheduling,DesignPattern
node_004191,Nonrepudiation Tactic,DesignPattern
node_004192,Nonrepudiation Tactic,DesignPrinciple
node_004193,NonterminalExpression,CodeStructure
node_004194,NotExp,CodeStructure
node_004195,Notification,DDDConcept
node_004196,Notification,DesignPattern
node_004197,Notification Component,CodeStructure
node_004198,Notification System,CodeStructure
node_004199,NotificationLog,DDDConcept
node_004200,NotificationReader,CodeStructure
node_004201,NotificationResource,CodeStructure
node_004202,NotificationService,CodeStructure
node_004203,Null Pointer Testing,DesignPrinciple
node_004204,NullComputer,CodeStructure
node_004205,NullIterator,DesignPattern
node_004206,NullLayout,DesignPattern
node_004207,Nulllterator,DesignPattern
node_004208,NumPy,CodeStructure
node_004209,NumberFormat,CodeStructure
node_004210,Nurse Profile Management Service,CodeStructure
node_004211,OAuth 2,DesignPattern
node_004212,OBSERVER,DesignPattern
node_004213,OE-Core,CodeStructure
node_004214,OE-Core,DDDConcept
node_004215,OE-Core Layer,CodeStructure
node_004216,OO Analysis,CodeStructure
node_004217,OO Design,CodeStructure
node_004218,ORACLE DBMS,CodeStructure
node_004219,ORM (Object-Relational Mapping),DesignPattern
node_004220,OSAL,ArchPattern
node_004221,OSAL (Operating System Abstraction Layer),ArchPattern
node_004222,OSGi Bundle,CodeStructure
node_004223,OSGi Bundles,CodeStructure
node_004224,OSGi Service,ArchPattern
node_004225,OSGi Service Mechanism,CodeStructure
node_004226,OSI Model,ArchPattern
node_004227,OTP Behaviors,CodeStructure
node_004228,OTP Behaviors,DesignPattern
node_004229,Object,CodeStructure
node_004230,Object,DDDConcept
node_004231,Object Adapter,DesignPattern
node_004232,Object Cache,CodeStructure
node_004233,Object Code File,CodeStructure
node_004234,Object Collaboration,DesignPrinciple
node_004235,Object Composition,DesignPattern
node_004236,Object Composition,DesignPrinciple
node_004237,Object Database,CodeStructure
node_004238,Object Diagram,CodeStructure
node_004239,Object Frame,CodeStructure
node_004240,Object Inheritance,DesignPattern
node_004241,Object Interaction Graphs,CodeStructure
node_004242,Object Interface,CodeStructure
node_004243,Object Model,CodeStructure
node_004244,Object Model,DDDConcept
node_004245,Object Request Broker (ORB),CodeStructure
node_004246,Object Responsibility,DesignPrinciple
node_004247,Object-Based Design,ArchPattern
node_004248,Object-Based Design,DesignPattern
node_004249,Object-Oriented API,CodeStructure
node_004250,Object-Oriented Architecture,ArchPattern
node_004251,Object-Oriented Design,ArchPattern
node_004252,Object-Oriented Design,DesignPattern
node_004253,Object-Oriented Design,DesignPrinciple
node_004254,Object-Oriented Design Methods,DesignPrinciple
node_004255,Object-Oriented Design Patterns,DesignPattern
node_004256,Object-Oriented Development,DDDConcept
node_004257,Object-Oriented Development,DesignPattern
node_004258,Object-Oriented Development,DesignPrinciple
node_004259,Object-Oriented Metrics,QualityAttribute
node_004260,Object-Oriented Model,DesignPattern
node_004261,Object-Oriented Patterns,DesignPattern
node_004262,Object-Oriented Programming,CodeStructure
node_004263,Object-Oriented Programming,DesignPattern
node_004264,Object-Oriented Programming,DesignPrinciple
node_004265,Object-Oriented Programming (OOP),DesignPrinciple
node_004266,Object-Oriented Programming Languages,CodeStructure
node_004267,Object-Oriented Programming Techniques,DesignPrinciple
node_004268,Object-Oriented Software Engineering,ArchPattern
node_004269,Object-Oriented Style,ArchPattern
node_004270,Object-Relational Impedance Mismatch,DesignPrinciple
node_004271,Object-Relational Mapper (ORM),DesignPattern
node_004272,Object-Relational Mapping,DesignPattern
node_004273,Object-oriented Design Measures,QualityAttribute
node_004274,Object-oriented programming,CodeStructure
node_004275,Object.assign,DesignPattern
node_004276,ObjectStructure,CodeStructure
node_004277,Objspace,DesignPattern
node_004278,Observability,QualityAttribute
node_004279,Observability of Failures,QualityAttribute
node_004280,Observable,DesignPattern
node_004281,Observable Class,CodeStructure
node_004282,Observe and React,ArchPattern
node_004283,Observe and React Pattern,ArchPattern
node_004284,Observer,CodeStructure
node_004285,Observer,DesignPattern
node_004286,Observer Design Pattern,DesignPattern
node_004287,Observer Interface,CodeStructure
node_004288,Observer Pattern,DesignPattern
node_004289,Off-the-shelf Applications,DDDConcept
node_004290,Offer/Answer Model,DesignPattern
node_004291,Offloading Functionality to the Cloud,ArchPattern
node_004292,On Demand Loading,DesignPattern
node_004293,One-Click Ordering,DesignPattern
node_004294,One-Initiator Connector,ArchPattern
node_004295,One-to-Many Relationship,DDDConcept
node_004296,One-to-One Association,DDDConcept
node_004297,Online Computer Vendor System (OCVS),CodeStructure
node_004298,Ontology-based Specification,DDDConcept
node_004299,Open Closed Principle,DesignPrinciple
node_004300,Open Distributed Systems,ArchPattern
node_004301,Open Host Service,ArchPattern
node_004302,Open Host Service,DesignPattern
node_004303,Open Layer,CodeStructure
node_004304,Open MPI,ArchPattern
node_004305,Open MPI (OMPI),ArchPattern
node_004306,Open MPI (OMPI),CodeStructure
node_004307,Open MPI Run-Time Environment (ORTE),ArchPattern
node_004308,Open MPI Run-Time Environment (ORTE),CodeStructure
node_004309,Open Portable Access Layer (OPAL),ArchPattern
node_004310,Open Portable Access Layer (OPAL),CodeStructure
node_004311,Open Source Contribution Pattern,DesignPattern
node_004312,Open Source Development,DesignPrinciple
node_004313,Open Source Development Model,ArchPattern
node_004314,Open-Closed Principle,DesignPrinciple
node_004315,Open-Closed Principle (OCP),DesignPrinciple
node_004316,Open-Source Component,CodeStructure
node_004317,Open/Close Principle,DesignPrinciple
node_004318,Open/Closed Principle,DesignPrinciple
node_004319,Open/Closed Principle (OCP),DesignPrinciple
node_004320,OpenCV Bridge,CodeStructure
node_004321,OpenCommand,DesignPattern
node_004322,OpenEmbedded,CodeStructure
node_004323,OpenEmbedded,DDDConcept
node_004324,OpenID Connect,ArchPattern
node_004325,OpenID Connect (OIDC),DesignPattern
node_004326,Openness,QualityAttribute
node_004327,OperaDriver,CodeStructure
node_004328,Operating System,ArchPattern
node_004329,Operating System,CodeStructure
node_004330,Operating System Security Features,CodeStructure
node_004331,Operation,DDDConcept
node_004332,Operation Method,CodeStructure
node_004333,Operation Specification,CodeStructure
node_004334,OperationSet,CodeStructure
node_004335,OperationSetBasicInstantMessaging,CodeStructure
node_004336,OperationSetPresence,CodeStructure
node_004337,Operational Architecture Characteristics,CodeStructure
node_004338,Operational Characteristics Priority,DesignPrinciple
node_004339,Operational Coupling,DesignPrinciple
node_004340,Operational Efficiency,QualityAttribute
node_004341,Operational Model,CodeStructure
node_004342,Operational Profile,DDDConcept
node_004343,Operational Profile,QualityAttribute
node_004344,Operational Reuse,DesignPrinciple
node_004345,Operational State,CodeStructure
node_004346,Operational State,DesignPattern
node_004347,Operations Processes,CodeStructure
node_004348,"Operations, Events, and Properties",CodeStructure
node_004349,Opportunistic Service Construction,DesignPrinciple
node_004350,Optimal Acquisitions Context,DDDConcept
node_004351,Optimistic Concurrency,QualityAttribute
node_004352,Optimistic Concurrency Control,QualityAttribute
node_004353,Optimization Pass,DesignPattern
node_004354,Options,CodeStructure
node_004355,OrExp,CodeStructure
node_004356,Orchestrated Request-Based Pattern,DesignPattern
node_004357,Orchestration,ArchPattern
node_004358,Orchestration,DesignPattern
node_004359,Orchestration Communication Style,DesignPattern
node_004360,Orchestration Engine,CodeStructure
node_004361,Orchestration Logic,DesignPattern
node_004362,Orchestrator,CodeStructure
node_004363,Order,DDDConcept
node_004364,Order Maintenance Module,CodeStructure
node_004365,Order Placement Orchestrator,CodeStructure
node_004366,Order Processing System (OPS),DDDConcept
node_004367,Order Slip,CodeStructure
node_004368,OrderPlacement Event Processor,CodeStructure
node_004369,Orders Subdomain,DDDConcept
node_004370,OrdersController,CodeStructure
node_004371,OrdersRepository,CodeStructure
node_004372,OrdersService,CodeStructure
node_004373,OrdersServiceImpl,CodeStructure
node_004374,Organization Class,CodeStructure
node_004375,Organizational Objectives Alignment,DesignPrinciple
node_004376,Organizational Requirements,DDDConcept
node_004377,Originator,CodeStructure
node_004378,Orphaned Classes,CodeStructure
node_004379,Orthogonal Coupling,DesignPrinciple
node_004380,Orthogonal Defect Classification (ODC),DesignPrinciple
node_004381,Orthogonality,DesignPrinciple
node_004382,Output Filter,CodeStructure
node_004383,Output Function,CodeStructure
node_004384,Output Object,CodeStructure
node_004385,OutputBoundary,CodeStructure
node_004386,OutputData,CodeStructure
node_004387,Outstanding Change Requests,QualityAttribute
node_004388,OvationsMediaType,CodeStructure
node_004389,Overall Architecture Styles,ArchPattern
node_004390,Overexposure,CodeStructure
node_004391,Overload Mode,CodeStructure
node_004392,Overloaded Getter Setter,DesignPattern
node_004393,Overloaded Member Access Operator,DesignPattern
node_004394,OwnerInvocationHandler,CodeStructure
node_004395,P-type system,ArchPattern
node_004396,PAC Architecture,ArchPattern
node_004397,PCView Component,CodeStructure
node_004398,PDConsoleUI,DesignPattern
node_004399,PDE (Plug-in Development Environment),CodeStructure
node_004400,PDF Drawing Specification,DesignPattern
node_004401,PDF drawing specification,DesignPattern
node_004402,PDGUI,DesignPattern
node_004403,PDP-11,ArchPattern
node_004404,PEP 345,DesignPrinciple
node_004405,PHP Opcode Cache,CodeStructure
node_004406,PHP Script,CodeStructure
node_004407,PIMPL,DesignPattern
node_004408,PImage,CodeStructure
node_004409,PInvoke,CodeStructure
node_004410,PLURAL: switch,DDDConcept
node_004411,PMButton,CodeStructure
node_004412,PMFactory,CodeStructure
node_004413,PMWidgetFactory,CodeStructure
node_004414,PMWindow,CodeStructure
node_004415,PMWindowSystemFactory,CodeStructure
node_004416,PMatrix3D,CodeStructure
node_004417,PNGImageIOFactory,CodeStructure
node_004418,POFOD (Probability of Failure on Demand),QualityAttribute
node_004419,POJO,CodeStructure
node_004420,PONG Benchmark,QualityAttribute
node_004421,POSIX,CodeStructure
node_004422,POST Operation,DesignPattern
node_004423,PROTOTYPE,DesignPattern
node_004424,PROXY,DesignPattern
node_004425,PShape,CodeStructure
node_004426,PShapeSVG,DesignPattern
node_004427,PaaS,CodeStructure
node_004428,Pack File,CodeStructure
node_004429,Pack File Format,CodeStructure
node_004430,Package,CodeStructure
node_004431,Package Cohesion Principles,CodeStructure
node_004432,Package Cohesion Principles,DesignPrinciple
node_004433,Package Delivery Subsystem,CodeStructure
node_004434,Package Dependencies,CodeStructure
node_004435,Package Dependencies,DesignPattern
node_004436,Package Diagram,ArchPattern
node_004437,Package Diagram,CodeStructure
node_004438,Package Diagrams,CodeStructure
node_004439,Package Namespace,CodeStructure
node_004440,Package Signing,DDDConcept
node_004441,Package Structure,CodeStructure
node_004442,Package System,CodeStructure
node_004443,Package by Component,CodeStructure
node_004444,Package by Component,DesignPrinciple
node_004445,Package by Feature,CodeStructure
node_004446,Package by Layer,CodeStructure
node_004447,Package by component,CodeStructure
node_004448,Package by feature,CodeStructure
node_004449,Package by layer,CodeStructure
node_004450,Package diagram,ArchPattern
node_004451,Packages,CodeStructure
node_004452,Packet Driver Interface,CodeStructure
node_004453,Packet Sniffer,ArchPattern
node_004454,Packet Sniffer,CodeStructure
node_004455,Painter Pipeline,ArchPattern
node_004456,PancakeHouseMenu,CodeStructure
node_004457,PancakeHouseMenuIterator,CodeStructure
node_004458,Parallel Execution,QualityAttribute
node_004459,Parallel Frameworks (MPI),DesignPattern
node_004460,Parallel Job Processing,DesignPattern
node_004461,Parallel Processing,DesignPattern
node_004462,Parallel Processing,QualityAttribute
node_004463,Parallel Programming,CodeStructure
node_004464,Parallel Saga,DesignPattern
node_004465,Parallel Saga Pattern,DesignPattern
node_004466,Parallelism,QualityAttribute
node_004467,Parallelism in Mailman,QualityAttribute
node_004468,Parameter Definition,CodeStructure
node_004469,Parameter Edits Area,CodeStructure
node_004470,Parameter Interface,CodeStructure
node_004471,Parameter Typing,DesignPattern
node_004472,Parameterized Adapter,DesignPattern
node_004473,Parameterized Types,CodeStructure
node_004474,Parametric Polymorphism,DesignPattern
node_004475,Parent Method,CodeStructure
node_004476,Parser,CodeStructure
node_004477,Parser Function,DDDConcept
node_004478,Parser Functions,CodeStructure
node_004479,Parser Implementation,DesignPattern
node_004480,Parser and Compiler,CodeStructure
node_004481,ParserImplementation,CodeStructure
node_004482,ParserRubyImplementation,CodeStructure
node_004483,Parsing,CodeStructure
node_004484,Partial Boundary,ArchPattern
node_004485,Partial Replacement of Services,DesignPattern
node_004486,Partial Update Generation,DesignPattern
node_004487,Partition Testing,DesignPattern
node_004488,Partition Tolerance,QualityAttribute
node_004489,Partitioned Database Server Architecture,ArchPattern
node_004490,Partitioning,DDDConcept
node_004491,Partitioning,DesignPrinciple
node_004492,Partnership,DDDConcept
node_004493,Party,DDDConcept
node_004494,PassManager,CodeStructure
node_004495,Passive Design,ArchPattern
node_004496,Passive Redundancy,ArchPattern
node_004497,Passive/Warm Spare,QualityAttribute
node_004498,Password Checker,CodeStructure
node_004499,PasteCommand,DesignPattern
node_004500,Patch,CodeStructure
node_004501,Path,CodeStructure
node_004502,Patient Portal,CodeStructure
node_004503,Patient Record Database,CodeStructure
node_004504,Patient Record Management System,CodeStructure
node_004505,Pattern Catalogs,DesignPattern
node_004506,Pattern Classification,DesignPrinciple
node_004507,Pattern Decay,QualityAttribute
node_004508,Pattern Languages,DesignPattern
node_004509,Pattern-Oriented Software Architecture,ArchPattern
node_004510,Paxos,DesignPattern
node_004511,Peak Load,CodeStructure
node_004512,Peephole Optimization,DesignPattern
node_004513,Peer Review Process,CodeStructure
node_004514,Peer-to-Peer Architecture,ArchPattern
node_004515,Pending Queue,CodeStructure
node_004516,Penetration Testing,DesignPattern
node_004517,Penetration Testing,QualityAttribute
node_004518,Pepperoni,CodeStructure
node_004519,PepperoniPizza,CodeStructure
node_004520,Perfect Technology Assumption,DesignPrinciple
node_004521,Perfective Maintenance,DDDConcept
node_004522,Performance,QualityAttribute
node_004523,Performance Analysis,QualityAttribute
node_004524,Performance Bottleneck,QualityAttribute
node_004525,Performance Constraints,QualityAttribute
node_004526,Performance Cost,QualityAttribute
node_004527,Performance Degradation,QualityAttribute
node_004528,Performance Design,QualityAttribute
node_004529,Performance Efficiency,QualityAttribute
node_004530,Performance Improvement,QualityAttribute
node_004531,Performance Level,QualityAttribute
node_004532,Performance Limitations,QualityAttribute
node_004533,Performance Models,QualityAttribute
node_004534,Performance Optimization,QualityAttribute
node_004535,Performance Optimization Techniques,QualityAttribute
node_004536,Performance Optimization via Buffer Pool,QualityAttribute
node_004537,Performance Patterns,DesignPattern
node_004538,Performance Quality Attribute,QualityAttribute
node_004539,Performance Scenario,QualityAttribute
node_004540,Performance Tactics,QualityAttribute
node_004541,Performance Techniques,QualityAttribute
node_004542,Performance Testing,QualityAttribute
node_004543,Performance-Tuning Patterns,DesignPattern
node_004544,PerformanceCalculator,CodeStructure
node_004545,Periodic Process,CodeStructure
node_004546,Permanent Software Failures,QualityAttribute
node_004547,Permission Aggregation,DesignPattern
node_004548,Permissions,CodeStructure
node_004549,PersistBackend,CodeStructure
node_004550,PersistEntity,DDDConcept
node_004551,PersistField,DDDConcept
node_004552,Persistence Interface,CodeStructure
node_004553,Persistence Package,CodeStructure
node_004554,Persistence-Oriented Repository,ArchPattern
node_004555,Persistence-oriented Repository,CodeStructure
node_004556,Persistent,ArchPattern
node_004557,Persistent,CodeStructure
node_004558,Persistent Class,DDDConcept
node_004559,Person,CodeStructure
node_004560,Person,DDDConcept
node_004561,Person Class,CodeStructure
node_004562,Person Entity,DDDConcept
node_004563,Person Interface,CodeStructure
node_004564,PersonId,DDDConcept
node_004565,PersonPrincipal,CodeStructure
node_004566,Personal Software Process (PSP),DDDConcept
node_004567,Perspective,CodeStructure
node_004568,Pessimistic Concurrency Control,QualityAttribute
node_004569,Phase Handler,CodeStructure
node_004570,Phase III Software,CodeStructure
node_004571,Phased Deployment,ArchPattern
node_004572,Phased Integration,ArchPattern
node_004573,Phased Integration,DesignPattern
node_004574,Photo Library,CodeStructure
node_004575,Physical Components,ArchPattern
node_004576,Physical Configuration Audit,CodeStructure
node_004577,Physical Requirements,DesignPrinciple
node_004578,Physical View,ArchPattern
node_004579,Picker Hierarchy,CodeStructure
node_004580,Pickling,DesignPattern
node_004581,Pickup Request Subsystem,CodeStructure
node_004582,Picture,CodeStructure
node_004583,Ping/Echo Reply,DesignPattern
node_004584,Pipe,CodeStructure
node_004585,Pipe and Filter,ArchPattern
node_004586,Pipe and Filter Architecture,ArchPattern
node_004587,Pipe-and-Filter Architectural Style,ArchPattern
node_004588,Pipe-and-Filter Pattern,ArchPattern
node_004589,PipedReader,CodeStructure
node_004590,Pipeline,DesignPattern
node_004591,Pipeline Architecture,ArchPattern
node_004592,Pipeline Processing,DesignPattern
node_004593,Pipelining,QualityAttribute
node_004594,Pipelining Sends,DesignPattern
node_004595,Pipes and Filter Architectural Pattern,ArchPattern
node_004596,Pipes and Filters,ArchPattern
node_004597,Pizza,CodeStructure
node_004598,Pizza,DDDConcept
node_004599,Pizza Interface,CodeStructure
node_004600,Pizza Store,CodeStructure
node_004601,PizzaIngredientFactory,CodeStructure
node_004602,PizzaStore,CodeStructure
node_004603,Plain Old Object (POJO),CodeStructure
node_004604,Plain Old Object (POJO),DDDConcept
node_004605,Plan-Driven Design,ArchPattern
node_004606,Plan-Driven Development,ArchPattern
node_004607,Plan-Driven Software Design,ArchPattern
node_004608,Planet Object,CodeStructure
node_004609,Planning Phase,CodeStructure
node_004610,Platform Independent Model (PIM),CodeStructure
node_004611,Platform Specific Implementation Layers,CodeStructure
node_004612,Platform Specific Model (PSM),CodeStructure
node_004613,Platform-Independent Model (PIM),CodeStructure
node_004614,Platform-Specific Model (PSM),CodeStructure
node_004615,Platform-level Protection,CodeStructure
node_004616,Plug-In Component,CodeStructure
node_004617,Plug-in Component,CodeStructure
node_004618,Plug-in Development Environment (PDE),CodeStructure
node_004619,Plug-in Module,CodeStructure
node_004620,Plug-in Pattern,DesignPattern
node_004621,Plug-in Registry,CodeStructure
node_004622,Pluggable Adapter,DesignPattern
node_004623,PluggableAdaptor,DesignPattern
node_004624,Plugin,CodeStructure
node_004625,Plugin Architecture,ArchPattern
node_004626,Plugin Framework,ArchPattern
node_004627,Plugin Mechanism,DesignPattern
node_004628,PluginComponent,CodeStructure
node_004629,Plugins,CodeStructure
node_004630,Plumbing,CodeStructure
node_004631,Plumbing and Porcelain,DesignPattern
node_004632,Point Class,CodeStructure
node_004633,Point-to-Point Channel Pattern,ArchPattern
node_004634,Point-to-Point Communication,DesignPattern
node_004635,Point-to-Point Messaging,ArchPattern
node_004636,Point-to-Point Messaging,DesignPattern
node_004637,Point2D,CodeStructure
node_004638,Poky Build System,CodeStructure
node_004639,Polling Mechanism,DesignPattern
node_004640,Polyglot Development,DesignPrinciple
node_004641,Polyglot Persistence,ArchPattern
node_004642,Polyglot Persistence,DesignPattern
node_004643,Polyglot Persistence,DesignPrinciple
node_004644,PolygonShape,CodeStructure
node_004645,Polymorphic Boundary Interfaces,DesignPattern
node_004646,Polymorphic Open/Closed Principle,DesignPrinciple
node_004647,Polymorphism,CodeStructure
node_004648,Polymorphism,DesignPattern
node_004649,Polymorphism,DesignPrinciple
node_004650,Pool,CodeStructure
node_004651,Poor Extensibility,QualityAttribute
node_004652,Pop-up Screens,DesignPattern
node_004653,PopcornPopper,CodeStructure
node_004654,Porcelain,CodeStructure
node_004655,Port,CodeStructure
node_004656,Port Adapters,CodeStructure
node_004657,Port Type,DDDConcept
node_004658,Portability,QualityAttribute
node_004659,Portability Needs,QualityAttribute
node_004660,Portability Strategy,DesignPrinciple
node_004661,Portable Application,ArchPattern
node_004662,Portable Operating System Interface,CodeStructure
node_004663,Ports and Adapters,ArchPattern
node_004664,Ports and Adapters Pattern,ArchPattern
node_004665,Ports and Adaptors,ArchPattern
node_004666,Posix Standard Compliance,QualityAttribute
node_004667,Post-Architecture Model,ArchPattern
node_004668,Postal Letter Service,CodeStructure
node_004669,Postcondition,DesignPrinciple
node_004670,Postconditions,DesignPattern
node_004671,PostgreSQL,DDDConcept
node_004672,Postorder Traversal,DesignPattern
node_004673,Potentially Shippable Product Increment,QualityAttribute
node_004674,Power,QualityAttribute
node_004675,Power Conservation,DesignPrinciple
node_004676,Power Monitor,DesignPattern
node_004677,Power-On State,CodeStructure
node_004678,PowerOnCmd,DDDConcept
node_004679,Practicality in View Management,DesignPrinciple
node_004680,PreAuthorize Annotation,DesignPattern
node_004681,Precondition,DesignPrinciple
node_004682,Preconditions,DesignPattern
node_004683,Predictive Model,QualityAttribute
node_004684,Preemptive Scheduling,DesignPattern
node_004685,PremiumBookingDelegate,CodeStructure
node_004686,Preorder Traversal,DesignPattern
node_004687,PreorderIterator,CodeStructure
node_004688,PreorderIterator,DesignPattern
node_004689,Prepared Statements,DesignPattern
node_004690,PreparedStatement,CodeStructure
node_004691,Presentation Component,CodeStructure
node_004692,Presentation Layer,CodeStructure
node_004693,Presentation Model,DesignPattern
node_004694,Presentation Tier,CodeStructure
node_004695,Presentation-Abstraction-Control (PAC),ArchPattern
node_004696,Presentation/View,CodeStructure
node_004697,Presenter,CodeStructure
node_004698,Presenter Component,CodeStructure
node_004699,Presenter/View Boundary,ArchPattern
node_004700,Presenters,CodeStructure
node_004701,Presenters,DesignPattern
node_004702,Preventing Faults,DesignPrinciple
node_004703,Preventive Maintenance,QualityAttribute
node_004704,PricingVisitor,CodeStructure
node_004705,PricingVisitor Class,CodeStructure
node_004706,Primary Safety-Critical Software,CodeStructure
node_004707,Primitive Artist,DesignPattern
node_004708,Primitive Message,CodeStructure
node_004709,Primitive Obsession,DesignPrinciple
node_004710,Primitive Operations,CodeStructure
node_004711,Primitive Types Addition,CodeStructure
node_004712,Principal,CodeStructure
node_004713,Principal Interface,CodeStructure
node_004714,Principal System,CodeStructure
node_004715,Principle of Least Knowledge,DesignPrinciple
node_004716,Principle of Least Privilege,DesignPrinciple
node_004717,Principle of Least Surprise,DesignPrinciple
node_004718,Principles of Software Architecture,DesignPrinciple
node_004719,Print Function,CodeStructure
node_004720,PrintButton,CodeStructure
node_004721,PrintDialog,CodeStructure
node_004722,Printer Friendly Format,DesignPattern
node_004723,Priority Inheritance,DesignPattern
node_004724,Privacy Requirements,QualityAttribute
node_004725,Private Cache,DesignPattern
node_004726,Private Cloud,ArchPattern
node_004727,Private Cloud,CodeStructure
node_004728,Private Virtual Network,ArchPattern
node_004729,Privileged Users,CodeStructure
node_004730,Probability of Failure on Demand (POFOD),QualityAttribute
node_004731,Problem Decomposition,DesignPrinciple
node_004732,Problem Domain Class,DDDConcept
node_004733,Problem Domain Model,DDDConcept
node_004734,Problem Domain Objects,DDDConcept
node_004735,Problem Solving Framework,CodeStructure
node_004736,Problem Specification,DesignPrinciple
node_004737,Procedural Abstraction,DesignPrinciple
node_004738,Procedural Cohesion,DesignPrinciple
node_004739,Procedural Cohesion,QualityAttribute
node_004740,Process,CodeStructure
node_004741,Process Control Block (PCB),CodeStructure
node_004742,Process Control Mechanisms,DesignPattern
node_004743,Process Executive,CodeStructure
node_004744,Process Group,CodeStructure
node_004745,Process Pairs Pattern,DesignPattern
node_004746,Process Quality Assurance,QualityAttribute
node_004747,Process Skeleton,DesignPattern
node_004748,Process Specification (P-Spec),CodeStructure
node_004749,Process State,CodeStructure
node_004750,Process State Tracker,CodeStructure
node_004751,Process Substitution,DesignPattern
node_004752,Process View,ArchPattern
node_004753,Process-Abstraction-Controller (PAC),ArchPattern
node_004754,ProcessId,CodeStructure
node_004755,ProcessId,DDDConcept
node_004756,ProcessObject,CodeStructure
node_004757,ProcessService,CodeStructure
node_004758,ProcessTimedOut,DDDConcept
node_004759,Processing API,CodeStructure
node_004760,Processing Event,CodeStructure
node_004761,Processing Grid,ArchPattern
node_004762,Processing Layer,CodeStructure
node_004763,Processing Library API,CodeStructure
node_004764,Processing Unit,CodeStructure
node_004765,Processing.js,ArchPattern
node_004766,Processing.js,CodeStructure
node_004767,Processing.js,DesignPattern
node_004768,Processing.js Library,CodeStructure
node_004769,Product,CodeStructure
node_004770,Product,DDDConcept
node_004771,Product Aggregate Root,DDDConcept
node_004772,Product Class,CodeStructure
node_004773,Product Configuration Component,CodeStructure
node_004774,Product Entity,DDDConcept
node_004775,Product Information Subsystem,CodeStructure
node_004776,Product Interface,CodeStructure
node_004777,Product Line Architecture,ArchPattern
node_004778,Product Line Engineering,ArchPattern
node_004779,Product Module,CodeStructure
node_004780,Product Repository,CodeStructure
node_004781,Product Requirements,DDDConcept
node_004782,ProductA1,CodeStructure
node_004783,ProductA2,CodeStructure
node_004784,ProductBacklogItem,DDDConcept
node_004785,ProductBacklogItemService,CodeStructure
node_004786,ProductCreated,DDDConcept
node_004787,ProductDiscussion,DDDConcept
node_004788,ProductDiscussionRequestTimedOut,CodeStructure
node_004789,ProductDiscussionRequestTimedOut,DDDConcept
node_004790,ProductDiscussionRequested,DDDConcept
node_004791,ProductDiscussionRequestedListener,CodeStructure
node_004792,ProductDiscussionRetryListener,CodeStructure
node_004793,ProductId,DDDConcept
